fold,horizon,seed,model,ablation_mode,feature_group,features_used,proxy_features_used,unsupported_groups,accuracy,macro_f1,mcc,ece,brier_score,status
fold_1,10,0,logistic,all_features,all,98,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6322368935073053,0.4047283174464407,0.2464918021031744,0.02815397537260498,0.5103463237223018,completed
fold_1,10,0,logistic,remove_one_group,price_levels,78,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6329140297419069,0.40340646518357187,0.24932289860060536,0.03083583597079406,0.5110217766090329,completed
fold_1,10,0,logistic,remove_one_group,size_levels,78,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6303877907128161,0.40253328290189466,0.2401274224431615,0.02678471050901042,0.5118500047593334,completed
fold_1,10,0,logistic,remove_one_group,top_of_book,94,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6317681068833503,0.4040915679448491,0.2448729789406885,0.02741648504106036,0.510455792131545,completed
fold_1,10,0,logistic,remove_one_group,spread,96,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6285907753209886,0.3850413755620135,0.23770432628223054,0.03199038827574147,0.5161741836174595,completed
fold_1,10,0,logistic,remove_one_group,midprice,97,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6321066750006511,0.4046197433799095,0.24605522907779215,0.028180276882321553,0.5103539446684139,completed
fold_1,10,0,logistic,remove_one_group,microprice,97,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6318462379873427,0.4046619519374593,0.24509499143004404,0.02743275524864773,0.5103707144234111,completed
fold_1,10,0,logistic,remove_one_group,top_of_book_imbalance,97,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6320285438966586,0.4048148848782098,0.24573123433118077,0.02823405322412636,0.510415054134927,completed
fold_1,10,0,logistic,remove_one_group,depth_imbalance,95,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6323410683126286,0.40533771637291416,0.24678646388390918,0.028619139681930826,0.5102128546871036,completed
fold_1,10,0,logistic,remove_one_group,depth_slope,95,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6317681068833503,0.40413523071585705,0.24485908645878182,0.02783105484398245,0.5103920717818343,completed
fold_1,10,0,logistic,remove_one_group,liquidity_concentration,96,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6320285438966586,0.4050235178236808,0.24571703619787447,0.028060028408231043,0.5104254290216873,completed
fold_1,10,0,logistic,remove_one_group,snapshot_order_flow_proxy,58,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5917389379378597,0.2727024696258821,0.05855157475684144,0.019064080898083115,0.5551105396777208,completed
fold_1,10,0,logistic,remove_one_group,volatility_proxy,97,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6319243690913353,0.4048944164348576,0.245343329202694,0.02799665455998574,0.5103574354603994,completed
fold_1,10,0,logistic,only_one_group,price_levels,20,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24779140157690624,0.005187412117908834,0.027651949688414692,0.5652187881854494,completed
fold_1,10,0,logistic,only_one_group,size_levels,20,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.590775320988619,0.24916098030385236,0.004658600733453566,0.019106266235258924,0.5658836565569029,completed
fold_1,10,0,logistic,only_one_group,top_of_book,4,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,0.01981889341081693,0.5677033345881632,completed
fold_1,10,0,logistic,only_one_group,spread,2,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5951506628121989,0.2679444718520541,0.07481206057331223,0.03778186870719525,0.558671185799181,completed
fold_1,10,0,logistic,only_one_group,midprice,1,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,0.022501006455983043,0.570263059369929,completed
fold_1,10,0,logistic,only_one_group,microprice,1,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,0.02340295096260706,0.5702379167122336,completed
fold_1,10,0,logistic,only_one_group,top_of_book_imbalance,1,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911399328072505,0.24768795115643363,0.000477587445295478,0.04507966885833683,0.5700484556154994,completed
fold_1,10,0,logistic,only_one_group,depth_imbalance,3,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5908794957939423,0.2476193594508019,-0.00796701458071459,0.04505643166406018,0.5702944876738568,completed
fold_1,10,0,logistic,only_one_group,depth_slope,3,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,0.05296687981588609,0.5722353408566889,completed
fold_1,10,0,logistic,only_one_group,liquidity_concentration,2,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911138891059198,0.24767298479938019,-0.004128740186535424,0.0448799762179121,0.5700129410165972,completed
fold_1,10,0,logistic,only_one_group,snapshot_order_flow_proxy,40,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6240852149907545,0.3628932768791029,0.22664563563069895,0.028288669285299835,0.5234263359114616,completed
fold_1,10,0,logistic,only_one_group,volatility_proxy,1,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,0.04536324182516692,0.5699953777683131,completed
fold_1,10,0,logistic,raw_lob_only,raw_lob,44,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911920202099122,0.25310449401688034,0.024989005775272004,0.016543328766679237,0.561499854804048,completed
fold_1,10,0,logistic,derived_microstructure_only,derived_microstructure,54,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6286428627236503,0.39048227167162347,0.2352510734093014,0.02527571434710677,0.5138798874483979,completed
fold_1,10,0,logistic,no_proxy_features,no_proxy,58,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5917389379378597,0.2727024696258821,0.05855157475684144,0.019064080898083115,0.5551105396777208,completed
fold_1,10,0,ridge,all_features,all,98,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6078079016589838,0.32641968858013254,0.15316890294962313,,,completed
fold_1,10,0,ridge,remove_one_group,price_levels,78,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.608406906789593,0.3172414133843214,0.15656425673664237,,,completed
fold_1,10,0,ridge,remove_one_group,size_levels,78,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6072609839310362,0.3231866941377859,0.15051785967086848,,,completed
fold_1,10,0,ridge,remove_one_group,top_of_book,94,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6077037268536605,0.3259555088223373,0.15266776761126744,,,completed
fold_1,10,0,ridge,remove_one_group,spread,96,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6052035315259005,0.3080546246830279,0.14082334362557838,,,completed
fold_1,10,0,ridge,remove_one_group,midprice,97,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6077558142563221,0.3261925526399379,0.15291925018117522,,,completed
